customer_id,age,gender,city_tier,employment_type,loan_amount_requested,credit_score,stage_applied,stage_docs_submitted,stage_credit_checked,stage_approved,stage_disbursed
2766,44,Male,Tier 2,Salaried,1580011,661,1,1,1,1,1
2767,41,Male,Tier 3,Salaried,1299685,739,0,0,0,0,0
2768,39,Male,Tier 2,Business,1121999,655,1,0,0,0,0
2769,39,Male,Tier 3,Self-Employed,134693,640,1,0,0,0,0
2770,23,Male,Tier 3,Business,265777,598,1,0,0,0,0
2771,25,Female,Tier 1,Self-Employed,1973868,710,1,0,0,0,0
2772,51,Male,Tier 3,Self-Employed,1624570,553,1,0,0,0,0
2773,54,Male,Tier 3,Salaried,888185,747,1,1,1,1,1
2774,57,Male,Tier 1,Salaried,1454475,803,1,0,0,0,0
2775,39,Female,Tier 2,Business,1926342,639,0,0,0,0,0
2776,58,Male,Tier 1,Salaried,1690012,569,1,1,1,0,0
2777,40,Male,Tier 3,Salaried,1312022,626,1,1,1,0,0
2778,49,Male,Tier 1,Self-Employed,676889,769,1,0,0,0,0
2779,41,Female,Tier 1,Self-Employed,801323,711,1,0,0,0,0
2780,54,Female,Tier 2,Salaried,887059,664,1,1,1,1,1
2781,33,Female,Tier 2,Salaried,1638410,643,1,0,0,0,0
2782,36,Female,Tier 3,Salaried,1802671,682,1,0,0,0,0
2783,23,Female,Tier 3,Salaried,386725,721,1,1,0,0,0
2784,50,Female,Tier 2,Self-Employed,1779235,663,1,0,0,0,0
2785,31,Male,Tier 1,Salaried,1558719,558,1,1,1,0,0
2786,23,Male,Tier 2,Business,93347,848,0,0,0,0,0
2787,32,Female,Tier 2,Self-Employed,1664085,809,1,1,1,1,1
2788,34,Male,Tier 2,Self-Employed,1794712,719,1,0,0,0,0
2789,31,Male,Tier 1,Salaried,410347,647,1,1,1,1,1
2790,35,Female,Tier 2,Salaried,590236,718,1,0,0,0,0
2791,39,Male,Tier 1,Salaried,75118,767,1,1,1,1,1
2792,30,Female,Tier 3,Salaried,828790,593,1,0,0,0,0
2793,49,Female,Tier 2,Self-Employed,1988737,810,1,0,0,0,0
2794,24,Male,Tier 3,Salaried,1047197,834,1,0,0,0,0
2795,41,Female,Tier 2,Self-Employed,176677,675,1,0,0,0,0
2796,27,Male,Tier 1,Salaried,1115597,809,1,0,0,0,0
2797,48,Male,Tier 3,Salaried,1565684,763,1,1,0,0,0
2798,23,Male,Tier 2,Business,1068613,749,1,1,0,0,0
2799,50,Female,Tier 1,Salaried,1549756,785,1,1,0,0,0
2800,59,Female,Tier 2,Salaried,98215,685,1,0,0,0,0
2801,24,Male,Tier 1,Salaried,313367,665,1,1,1,0,0
2802,37,Female,Tier 3,Salaried,1265758,704,0,0,0,0,0
2803,51,Male,Tier 2,Self-Employed,140162,567,1,0,0,0,0
2804,23,Female,Tier 2,Salaried,1719317,553,1,0,0,0,0
2805,38,Male,Tier 1,Salaried,857958,714,1,0,0,0,0
2806,33,Female,Tier 1,Salaried,1304040,676,1,1,1,0,0
2807,56,Male,Tier 3,Business,1083438,762,1,1,1,0,0
2808,22,Male,Tier 3,Salaried,1137405,597,1,1,1,1,1
2809,36,Male,Tier 1,Salaried,1046572,595,1,1,0,0,0
2810,47,Female,Tier 1,Salaried,1150438,595,1,1,1,1,1
2811,58,Male,Tier 1,Salaried,701336,597,1,1,1,1,1
2812,42,Female,Tier 2,Salaried,463552,736,1,1,1,1,1
2813,52,Male,Tier 3,Salaried,80796,669,1,1,1,1,1
2814,46,Male,Tier 2,Salaried,1518959,681,1,1,1,0,0
2815,44,Male,Tier 2,Salaried,1033920,568,1,1,1,1,1
2816,45,Female,Tier 3,Salaried,1639682,824,1,0,0,0,0
2817,59,Male,Tier 2,Business,1530684,781,1,0,0,0,0
2818,49,Female,Tier 1,Self-Employed,860920,591,1,0,0,0,0
2819,42,Female,Tier 2,Salaried,1791888,641,0,0,0,0,0
2820,39,Female,Tier 3,Salaried,1968912,810,1,0,0,0,0
2821,57,Male,Tier 3,Self-Employed,1062068,597,1,0,0,0,0
2822,56,Female,Tier 2,Business,504673,831,1,1,1,1,1
2823,30,Female,Tier 2,Salaried,146931,623,1,1,1,1,1
2824,59,Male,Tier 3,Self-Employed,735621,765,1,1,1,1,1
2825,51,Female,Tier 2,Salaried,1174096,770,1,0,0,0,0
2826,55,Male,Tier 1,Salaried,1691198,658,1,1,1,1,1
2827,53,Male,Tier 3,Business,1499395,684,1,0,0,0,0
2828,24,Male,Tier 3,Self-Employed,948019,787,1,1,1,1,1
2829,24,Male,Tier 1,Business,1700104,704,0,0,0,0,0
2830,49,Male,Tier 2,Salaried,1865560,605,1,0,0,0,0
2831,36,Male,Tier 2,Salaried,608549,747,1,0,0,0,0
2832,44,Female,Tier 1,Self-Employed,691655,587,1,1,0,0,0
2833,32,Male,Tier 3,Salaried,327851,766,1,1,1,1,1
2834,53,Male,Tier 2,Salaried,330153,780,1,0,0,0,0
2835,57,Male,Tier 3,Salaried,1813699,806,1,0,0,0,0
2836,54,Female,Tier 1,Salaried,1937177,758,1,1,1,0,0
2837,45,Female,Tier 2,Salaried,592519,750,1,0,0,0,0
2838,55,Female,Tier 1,Self-Employed,1626110,686,1,1,1,0,0
2839,49,Female,Tier 3,Business,1812818,677,1,1,1,0,0
2840,58,Male,Tier 2,Salaried,341969,602,1,1,1,0,0
2841,28,Female,Tier 2,Self-Employed,459141,633,1,0,0,0,0
2842,25,Male,Tier 1,Salaried,575604,758,1,1,1,1,1
2843,58,Male,Tier 1,Business,1026567,834,0,0,0,0,0
2844,22,Female,Tier 1,Salaried,658158,585,1,1,1,0,0
2845,22,Male,Tier 1,Self-Employed,1195184,764,1,0,0,0,0
2846,41,Female,Tier 2,Self-Employed,1737775,576,1,0,0,0,0
2847,40,Female,Tier 2,Salaried,445242,695,1,1,1,1,1
2848,50,Male,Tier 2,Salaried,1296731,567,1,1,1,1,1
2849,31,Male,Tier 2,Business,327433,667,1,1,1,1,1
2850,39,Male,Tier 1,Salaried,1462802,686,1,0,0,0,0
2851,49,Female,Tier 1,Self-Employed,1671750,616,1,1,1,0,0
2852,56,Female,Tier 1,Business,1163596,579,1,1,1,1,1
2853,52,Male,Tier 3,Salaried,875711,622,1,1,1,1,1
2854,48,Male,Tier 2,Business,418205,672,1,1,1,0,0
2855,32,Female,Tier 1,Business,135643,777,0,0,0,0,0
2856,59,Female,Tier 1,Self-Employed,1460547,822,1,0,0,0,0
2857,26,Male,Tier 3,Salaried,440233,795,1,1,1,1,1
2858,29,Male,Tier 2,Salaried,1519071,588,0,0,0,0,0
2859,55,Female,Tier 2,Salaried,985860,719,1,0,0,0,0
2860,33,Male,Tier 2,Self-Employed,1292183,651,1,1,0,0,0
2861,59,Male,Tier 1,Self-Employed,1602816,843,1,1,1,1,0
2862,22,Female,Tier 3,Self-Employed,639488,792,0,0,0,0,0
2863,52,Female,Tier 3,Salaried,997547,706,1,1,1,0,0
2864,25,Male,Tier 1,Salaried,292950,814,1,1,1,1,1
2865,26,Male,Tier 3,Self-Employed,1980510,806,1,1,0,0,0
2866,51,Male,Tier 3,Self-Employed,1086796,672,1,1,0,0,0
2867,45,Male,Tier 1,Business,1242443,596,0,0,0,0,0
2868,24,Female,Tier 2,Self-Employed,656824,559,1,0,0,0,0
2869,32,Male,Tier 1,Self-Employed,267507,693,0,0,0,0,0
2870,25,Female,Tier 1,Self-Employed,268183,848,1,0,0,0,0
2871,47,Female,Tier 2,Self-Employed,1815449,701,1,1,1,0,0
2872,48,Male,Tier 1,Salaried,1802566,685,0,0,0,0,0
2873,48,Male,Tier 3,Business,593293,624,1,0,0,0,0
2874,27,Male,Tier 3,Self-Employed,160737,575,1,0,0,0,0
2875,36,Female,Tier 1,Salaried,920445,556,1,1,1,0,0
2876,51,Female,Tier 2,Salaried,830004,628,1,1,1,0,0
2877,58,Male,Tier 3,Salaried,1839032,564,1,1,0,0,0
2878,58,Female,Tier 3,Salaried,272316,756,0,0,0,0,0
2879,58,Female,Tier 3,Salaried,1794188,638,1,0,0,0,0
2880,56,Female,Tier 1,Salaried,1668040,646,0,0,0,0,0
2881,44,Male,Tier 2,Salaried,528706,765,1,0,0,0,0
2882,27,Male,Tier 2,Salaried,690042,808,1,0,0,0,0
2883,25,Female,Tier 3,Self-Employed,277243,836,1,1,1,1,1
2884,39,Male,Tier 1,Salaried,181777,624,1,1,1,0,0
2885,30,Male,Tier 3,Salaried,363654,791,1,0,0,0,0
2886,50,Male,Tier 1,Salaried,882725,566,1,1,1,0,0
2887,34,Male,Tier 3,Salaried,1069620,726,1,0,0,0,0
2888,38,Male,Tier 2,Salaried,1584374,808,1,0,0,0,0
2889,53,Female,Tier 2,Self-Employed,880852,672,1,1,1,1,1
2890,43,Male,Tier 2,Self-Employed,463368,660,1,1,1,1,0
2891,25,Male,Tier 1,Salaried,1720255,805,1,1,1,1,1
2892,26,Female,Tier 1,Self-Employed,1157854,783,1,0,0,0,0
2893,58,Male,Tier 1,Salaried,1022634,589,1,1,1,1,1
2894,34,Male,Tier 1,Business,1035359,671,1,1,1,0,0
2895,55,Female,Tier 1,Business,110216,764,1,0,0,0,0
2896,43,Female,Tier 3,Salaried,647987,845,1,1,1,1,1
2897,44,Female,Tier 2,Self-Employed,1578933,835,1,1,1,0,0
2898,24,Female,Tier 1,Self-Employed,1360929,830,1,1,1,0,0
2899,55,Male,Tier 3,Self-Employed,448050,556,0,0,0,0,0
2900,53,Female,Tier 2,Self-Employed,474728,641,1,1,1,0,0
2901,42,Male,Tier 3,Business,1685349,672,0,0,0,0,0
2902,42,Female,Tier 2,Salaried,1569774,645,1,0,0,0,0
2903,32,Male,Tier 1,Self-Employed,381642,550,1,1,1,0,0
2904,25,Female,Tier 2,Self-Employed,456244,640,1,1,1,0,0
2905,22,Female,Tier 2,Self-Employed,1354481,556,1,1,1,1,1
2906,49,Female,Tier 1,Self-Employed,1412262,669,0,0,0,0,0
2907,45,Male,Tier 1,Salaried,1251551,678,0,0,0,0,0
2908,56,Male,Tier 1,Salaried,454933,728,0,0,0,0,0
2909,34,Female,Tier 1,Salaried,1070602,647,0,0,0,0,0
2910,55,Female,Tier 2,Salaried,1653409,592,1,1,1,1,1
2911,32,Male,Tier 2,Salaried,819893,732,1,1,1,0,0
2912,57,Female,Tier 1,Business,871644,734,1,1,1,1,1
2913,38,Female,Tier 2,Self-Employed,1469799,602,1,1,1,0,0
2914,56,Male,Tier 2,Self-Employed,353244,777,1,1,1,0,0
2915,39,Female,Tier 1,Salaried,1883920,710,1,1,1,1,1
2916,43,Male,Tier 1,Self-Employed,701503,784,0,0,0,0,0
2917,45,Male,Tier 1,Self-Employed,626304,749,1,1,1,1,1
2918,40,Male,Tier 1,Self-Employed,1348513,550,1,1,1,1,1
2919,58,Female,Tier 1,Salaried,1527167,563,1,1,1,1,1
2920,42,Female,Tier 1,Salaried,1249968,762,1,1,1,1,0
2921,29,Male,Tier 2,Self-Employed,1117877,826,0,0,0,0,0
2922,49,Female,Tier 2,Salaried,1805306,583,1,0,0,0,0
2923,26,Female,Tier 1,Business,920149,819,0,0,0,0,0
2924,38,Female,Tier 1,Business,1894176,717,1,0,0,0,0
2925,58,Male,Tier 2,Business,304531,719,1,1,0,0,0
2926,57,Female,Tier 3,Self-Employed,642397,631,0,0,0,0,0
2927,40,Male,Tier 3,Business,1379693,686,1,1,1,1,1
2928,48,Male,Tier 2,Self-Employed,1883069,782,1,0,0,0,0
2929,55,Male,Tier 1,Salaried,748119,664,1,1,1,0,0
2930,32,Male,Tier 1,Salaried,559365,801,1,1,1,1,1
2931,33,Female,Tier 3,Salaried,1315985,838,1,1,1,0,0
2932,42,Male,Tier 1,Salaried,1061684,598,1,1,1,0,0
2933,32,Female,Tier 3,Salaried,929491,553,0,0,0,0,0
2934,49,Male,Tier 2,Salaried,149017,725,1,1,0,0,0
2935,26,Male,Tier 2,Self-Employed,1051847,821,1,1,1,1,1
2936,38,Female,Tier 1,Salaried,302980,575,0,0,0,0,0
2937,41,Female,Tier 2,Salaried,510642,619,0,0,0,0,0
2938,33,Male,Tier 2,Self-Employed,725311,842,1,1,0,0,0
2939,27,Male,Tier 1,Self-Employed,1260953,783,1,1,1,1,1
2940,38,Male,Tier 1,Business,1441835,780,1,1,1,1,1
2941,40,Male,Tier 3,Self-Employed,1173982,812,1,1,1,1,1
2942,47,Female,Tier 2,Salaried,1838003,835,1,1,1,1,1
2943,53,Female,Tier 2,Salaried,834512,623,1,1,1,1,1
2944,27,Male,Tier 1,Salaried,1894117,670,1,0,0,0,0
2945,57,Female,Tier 2,Salaried,601130,555,1,1,1,1,1
2946,59,Female,Tier 2,Salaried,978220,573,1,1,1,1,1
2947,32,Male,Tier 2,Business,1313374,743,1,1,1,1,1
2948,54,Male,Tier 2,Salaried,1594147,717,1,1,0,0,0
2949,45,Female,Tier 2,Salaried,1882981,759,1,0,0,0,0
2950,44,Female,Tier 2,Salaried,1720833,682,1,1,1,1,1
2951,36,Male,Tier 1,Self-Employed,419199,841,1,1,1,1,0
2952,48,Male,Tier 3,Salaried,533956,723,1,1,1,0,0
2953,32,Male,Tier 2,Salaried,96408,700,1,1,1,0,0
2954,38,Female,Tier 1,Salaried,682695,637,1,1,1,1,1
2955,35,Male,Tier 2,Salaried,1135106,815,1,1,0,0,0
2956,48,Male,Tier 3,Salaried,160047,619,1,1,1,0,0
2957,39,Female,Tier 1,Salaried,1059424,754,0,0,0,0,0
2958,49,Female,Tier 1,Salaried,896162,581,1,0,0,0,0
2959,25,Female,Tier 2,Self-Employed,649911,592,1,1,1,1,1
2960,28,Male,Tier 1,Salaried,651946,667,1,1,1,1,1
2961,56,Male,Tier 3,Self-Employed,1915906,564,1,0,0,0,0
2962,30,Male,Tier 1,Salaried,900340,664,1,1,1,0,0
2963,29,Male,Tier 3,Salaried,1442097,569,1,0,0,0,0
2964,38,Female,Tier 1,Salaried,927550,727,1,1,0,0,0
2965,38,Male,Tier 1,Salaried,893824,811,1,0,0,0,0
2966,54,Male,Tier 3,Salaried,1436298,628,1,1,0,0,0
2967,53,Male,Tier 2,Salaried,76505,669,1,0,0,0,0
2968,29,Male,Tier 1,Self-Employed,138830,575,1,1,1,1,1
2969,40,Female,Tier 1,Self-Employed,1760109,571,1,1,1,0,0
2970,59,Male,Tier 2,Self-Employed,1182628,750,1,1,1,0,0
2971,24,Male,Tier 2,Salaried,1367652,613,1,0,0,0,0
2972,26,Male,Tier 3,Self-Employed,919877,763,0,0,0,0,0
2973,34,Male,Tier 3,Salaried,735601,842,1,0,0,0,0
2974,52,Male,Tier 2,Self-Employed,1246360,627,1,1,1,0,0
2975,37,Female,Tier 2,Salaried,1559985,765,1,1,0,0,0
2976,53,Female,Tier 2,Salaried,79105,773,1,1,0,0,0
2977,43,Female,Tier 2,Business,1205659,577,1,1,0,0,0
2978,50,Female,Tier 1,Self-Employed,80382,750,1,0,0,0,0
2979,43,Female,Tier 1,Salaried,400036,616,1,1,1,0,0
2980,24,Female,Tier 1,Salaried,1808456,675,1,0,0,0,0
2981,31,Male,Tier 1,Salaried,563875,744,1,1,1,0,0
2982,42,Male,Tier 1,Business,69589,723,1,1,1,1,1
2983,37,Male,Tier 2,Salaried,744961,636,1,0,0,0,0
2984,33,Female,Tier 3,Business,432973,703,1,1,1,0,0
2985,23,Female,Tier 2,Salaried,1712316,759,1,1,0,0,0
2986,45,Female,Tier 1,Salaried,483891,562,1,1,1,0,0
2987,56,Male,Tier 1,Self-Employed,215438,713,0,0,0,0,0
2988,51,Female,Tier 2,Salaried,447067,804,0,0,0,0,0
2989,51,Male,Tier 1,Salaried,1322232,613,0,0,0,0,0
2990,56,Male,Tier 2,Salaried,1761518,625,1,0,0,0,0
2991,40,Male,Tier 3,Self-Employed,290385,571,1,0,0,0,0
2992,29,Male,Tier 1,Self-Employed,1794527,609,1,1,1,1,1
2993,47,Male,Tier 1,Self-Employed,1037647,605,1,1,1,1,0
2994,28,Male,Tier 2,Self-Employed,829648,717,1,0,0,0,0
2995,51,Male,Tier 3,Self-Employed,1497299,754,1,1,1,1,1
2996,28,Female,Tier 3,Salaried,1759870,808,1,1,1,0,0
2997,24,Female,Tier 3,Salaried,91971,740,1,0,0,0,0
2998,22,Female,Tier 1,Self-Employed,530704,604,1,1,1,0,0
2999,57,Male,Tier 3,Business,841091,833,1,1,1,1,1
3000,46,Female,Tier 1,Salaried,1365118,813,1,0,0,0,0
3001,58,Female,Tier 1,Salaried,1629106,808,1,1,1,0,0
3002,22,Male,Tier 3,Salaried,996124,638,1,0,0,0,0
3003,36,Male,Tier 3,Salaried,1321089,771,1,1,1,0,0
3004,58,Male,Tier 1,Salaried,978300,638,1,1,1,0,0
3005,34,Male,Tier 1,Self-Employed,1801081,608,1,1,1,0,0
3006,29,Female,Tier 1,Salaried,1752878,701,1,0,0,0,0
3007,26,Female,Tier 1,Self-Employed,1858851,577,1,1,1,1,1
3008,30,Male,Tier 1,Self-Employed,1277191,774,1,1,1,0,0
3009,22,Female,Tier 3,Business,244886,600,0,0,0,0,0
3010,57,Female,Tier 2,Salaried,1334664,812,1,1,1,0,0
3011,56,Female,Tier 3,Salaried,625463,828,1,1,1,0,0
3012,23,Male,Tier 3,Salaried,1612656,595,1,1,1,0,0
3013,44,Female,Tier 2,Salaried,1791211,655,1,1,1,1,0
3014,30,Male,Tier 3,Salaried,588225,833,1,1,1,0,0
3015,55,Female,Tier 2,Self-Employed,1064571,573,1,1,1,1,1
3016,35,Male,Tier 1,Salaried,1249217,556,1,1,1,1,1
3017,25,Male,Tier 2,Business,1291595,552,1,1,1,1,1
3018,51,Female,Tier 2,Self-Employed,324487,807,1,1,1,0,0
3019,52,Male,Tier 3,Self-Employed,1417595,812,1,1,1,0,0
3020,59,Male,Tier 3,Self-Employed,1145379,670,1,0,0,0,0
3021,32,Male,Tier 2,Salaried,1556632,757,0,0,0,0,0
3022,56,Female,Tier 3,Self-Employed,1420657,570,1,1,1,1,1
3023,29,Male,Tier 1,Salaried,127069,689,1,1,1,1,1
3024,24,Female,Tier 3,Business,1541139,829,1,0,0,0,0
3025,35,Male,Tier 1,Salaried,998636,838,1,0,0,0,0
3026,34,Male,Tier 1,Salaried,474572,755,1,1,1,1,1
3027,53,Male,Tier 1,Salaried,1114014,592,0,0,0,0,0
3028,55,Male,Tier 2,Salaried,207438,667,1,1,1,1,1
3029,40,Male,Tier 1,Salaried,915936,554,1,1,1,1,1
3030,59,Male,Tier 3,Salaried,853922,756,0,0,0,0,0
3031,37,Female,Tier 1,Business,724533,672,0,0,0,0,0
3032,23,Female,Tier 3,Salaried,1240024,691,1,1,1,0,0
3033,38,Male,Tier 2,Salaried,1058154,781,1,1,1,0,0
3034,55,Male,Tier 1,Salaried,1840640,713,1,1,1,1,1
3035,37,Female,Tier 1,Salaried,378398,584,1,0,0,0,0
3036,59,Male,Tier 2,Salaried,1466100,560,0,0,0,0,0
3037,23,Male,Tier 2,Self-Employed,1659627,624,1,1,0,0,0
3038,23,Female,Tier 2,Salaried,377985,849,1,1,0,0,0
3039,47,Female,Tier 1,Salaried,530566,747,1,1,1,1,1
3040,34,Female,Tier 2,Salaried,1402067,813,1,1,0,0,0
3041,52,Male,Tier 3,Salaried,615972,773,1,1,1,0,0
3042,55,Male,Tier 1,Salaried,604999,671,1,1,1,0,0
3043,24,Female,Tier 2,Self-Employed,1899185,623,1,1,1,0,0
3044,29,Male,Tier 1,Salaried,1275618,577,1,0,0,0,0
3045,44,Male,Tier 3,Salaried,1254218,720,1,1,1,1,1
3046,35,Male,Tier 3,Self-Employed,478580,765,1,1,1,1,1
3047,48,Male,Tier 1,Salaried,752969,650,1,1,1,0,0
3048,50,Female,Tier 1,Self-Employed,986323,795,1,0,0,0,0
3049,22,Female,Tier 1,Salaried,1485940,642,1,1,0,0,0
3050,38,Female,Tier 2,Salaried,1549314,612,1,1,1,1,1
3051,51,Male,Tier 2,Self-Employed,1654255,815,1,1,1,1,1
3052,34,Male,Tier 3,Salaried,590076,755,1,1,1,1,1
3053,42,Male,Tier 2,Business,625343,629,1,1,1,1,1
3054,40,Male,Tier 1,Salaried,1737051,586,1,1,0,0,0
3055,40,Female,Tier 3,Self-Employed,518648,560,1,1,0,0,0
3056,46,Male,Tier 2,Business,1478791,664,1,1,1,1,1
3057,43,Male,Tier 2,Self-Employed,1752965,639,1,1,1,0,0
3058,52,Male,Tier 1,Self-Employed,922894,781,0,0,0,0,0
3059,38,Female,Tier 1,Self-Employed,1816141,568,1,1,0,0,0
3060,44,Male,Tier 3,Salaried,1111952,601,1,0,0,0,0
3061,53,Male,Tier 2,Salaried,1251523,823,1,1,1,1,1
3062,31,Male,Tier 1,Salaried,884038,643,1,1,1,0,0
3063,31,Female,Tier 2,Salaried,914825,581,1,1,1,0,0
3064,57,Male,Tier 3,Self-Employed,1876911,700,1,1,0,0,0
3065,29,Female,Tier 1,Salaried,1423716,689,1,1,1,1,1
3066,41,Female,Tier 2,Salaried,837715,607,1,0,0,0,0
3067,53,Male,Tier 3,Self-Employed,130456,570,1,1,1,1,1
3068,35,Female,Tier 1,Salaried,115783,698,1,0,0,0,0
3069,49,Male,Tier 2,Salaried,1981390,770,0,0,0,0,0
3070,45,Female,Tier 2,Salaried,1432898,770,1,1,1,1,1
3071,36,Male,Tier 2,Salaried,329509,791,1,0,0,0,0
3072,43,Male,Tier 1,Self-Employed,1070171,768,1,1,1,1,1
3073,51,Male,Tier 1,Salaried,1472975,578,1,1,1,1,1
3074,25,Male,Tier 2,Salaried,1247597,596,1,1,0,0,0
3075,34,Female,Tier 1,Self-Employed,953261,607,1,1,1,1,1
3076,44,Male,Tier 2,Salaried,738863,824,1,0,0,0,0
3077,29,Female,Tier 1,Self-Employed,388531,689,1,1,1,1,1
3078,39,Male,Tier 1,Business,129942,572,1,1,1,1,1
3079,33,Female,Tier 3,Salaried,1768864,612,1,0,0,0,0
3080,52,Male,Tier 2,Salaried,1770768,601,1,0,0,0,0
3081,35,Male,Tier 3,Salaried,969339,815,1,1,0,0,0
3082,55,Male,Tier 1,Self-Employed,1430971,716,1,1,1,0,0
3083,39,Female,Tier 2,Salaried,1787317,700,1,1,1,1,1
3084,55,Male,Tier 1,Salaried,305385,560,0,0,0,0,0
3085,32,Male,Tier 3,Self-Employed,1579946,644,1,1,1,0,0
3086,33,Male,Tier 3,Salaried,1153356,621,1,1,1,1,1
3087,36,Female,Tier 1,Salaried,1164988,597,1,1,1,1,1
3088,52,Male,Tier 3,Self-Employed,1338719,821,1,1,1,1,1
3089,50,Female,Tier 1,Salaried,1763261,644,1,1,0,0,0
3090,47,Male,Tier 2,Self-Employed,996950,782,1,1,1,1,0
3091,39,Female,Tier 3,Self-Employed,148975,597,1,1,1,1,1
3092,53,Female,Tier 3,Salaried,1228364,757,1,1,1,1,1
3093,43,Male,Tier 3,Business,1359784,776,1,1,1,0,0
3094,59,Male,Tier 1,Salaried,1034670,626,1,1,1,1,1
3095,38,Male,Tier 1,Business,1351775,768,1,1,1,0,0
3096,44,Male,Tier 1,Salaried,897094,630,1,1,1,0,0
3097,45,Male,Tier 2,Salaried,1096527,586,1,1,1,0,0
3098,29,Female,Tier 3,Salaried,1983672,651,1,0,0,0,0
3099,27,Male,Tier 1,Salaried,130249,740,0,0,0,0,0
3100,26,Female,Tier 2,Self-Employed,630813,578,1,1,0,0,0
3101,50,Male,Tier 1,Self-Employed,1870407,802,1,1,0,0,0
3102,49,Female,Tier 1,Self-Employed,163094,800,1,0,0,0,0
3103,32,Male,Tier 2,Salaried,1416923,775,1,0,0,0,0
3104,22,Male,Tier 2,Salaried,1311634,643,0,0,0,0,0
3105,40,Male,Tier 3,Self-Employed,1060650,635,1,1,0,0,0
3106,30,Male,Tier 1,Salaried,1186173,659,1,0,0,0,0
3107,48,Male,Tier 3,Self-Employed,1572642,766,1,1,1,1,0
3108,55,Female,Tier 1,Self-Employed,314234,745,1,1,1,0,0
3109,25,Female,Tier 1,Salaried,994356,846,1,1,1,1,1
3110,57,Male,Tier 2,Self-Employed,1907462,593,1,1,0,0,0
3111,39,Male,Tier 3,Self-Employed,1677948,639,1,1,1,1,1
3112,36,Male,Tier 1,Self-Employed,520459,704,1,1,1,1,1
3113,34,Male,Tier 1,Salaried,828473,658,1,0,0,0,0
3114,40,Male,Tier 2,Salaried,763926,608,0,0,0,0,0
3115,27,Female,Tier 1,Salaried,503104,659,1,0,0,0,0
3116,33,Female,Tier 3,Salaried,1719967,655,1,1,1,1,1
3117,58,Female,Tier 3,Salaried,214895,770,0,0,0,0,0
3118,38,Male,Tier 1,Self-Employed,999511,812,1,1,1,0,0
3119,44,Female,Tier 2,Self-Employed,940992,631,1,1,1,0,0
3120,47,Female,Tier 3,Salaried,981645,821,1,0,0,0,0
3121,50,Male,Tier 1,Salaried,62746,598,1,1,0,0,0
3122,54,Male,Tier 2,Business,839779,581,1,1,1,0,0
3123,48,Female,Tier 1,Salaried,976865,638,1,0,0,0,0
3124,46,Male,Tier 2,Self-Employed,686260,568,1,1,1,1,1
3125,31,Male,Tier 1,Business,1364821,552,1,1,0,0,0
3126,44,Male,Tier 3,Self-Employed,1990819,609,1,1,0,0,0
3127,42,Female,Tier 1,Business,1670959,791,1,1,1,1,1
3128,42,Male,Tier 1,Self-Employed,1008957,578,1,1,1,0,0
3129,34,Female,Tier 3,Salaried,151483,624,1,1,0,0,0
3130,58,Female,Tier 1,Salaried,475884,619,1,1,1,0,0
3131,54,Female,Tier 1,Salaried,291411,632,0,0,0,0,0
3132,45,Male,Tier 1,Salaried,1743766,722,1,0,0,0,0
3133,32,Female,Tier 1,Self-Employed,276218,746,1,0,0,0,0
3134,38,Male,Tier 3,Salaried,1378467,696,1,1,1,1,1
3135,25,Male,Tier 3,Self-Employed,1244657,822,1,1,1,0,0
3136,46,Male,Tier 1,Salaried,1974195,584,1,1,1,0,0
3137,51,Male,Tier 2,Salaried,1601686,662,1,1,0,0,0
3138,30,Female,Tier 2,Business,1492848,755,1,1,1,1,1
3139,42,Male,Tier 3,Salaried,1000414,707,0,0,0,0,0
3140,41,Male,Tier 1,Self-Employed,1830979,802,1,0,0,0,0
3141,40,Male,Tier 2,Self-Employed,726575,671,1,1,1,0,0
3142,40,Female,Tier 2,Salaried,1846821,597,1,1,0,0,0
3143,33,Female,Tier 2,Salaried,1024455,734,1,1,1,0,0
3144,58,Female,Tier 2,Salaried,1653239,822,1,0,0,0,0
3145,38,Male,Tier 1,Self-Employed,977580,650,1,0,0,0,0
3146,58,Male,Tier 3,Self-Employed,1870888,564,0,0,0,0,0
3147,49,Female,Tier 2,Salaried,953044,677,1,1,1,1,1
3148,56,Male,Tier 3,Self-Employed,1471261,759,1,1,1,0,0
3149,39,Male,Tier 1,Salaried,216321,661,1,1,1,1,1
3150,35,Female,Tier 2,Self-Employed,256690,819,1,1,1,0,0
3151,56,Male,Tier 3,Business,614952,691,1,1,1,1,0
3152,28,Female,Tier 2,Business,501501,722,1,1,1,1,0
3153,34,Male,Tier 3,Self-Employed,515802,715,1,1,1,1,0
3154,39,Male,Tier 3,Salaried,613067,668,1,1,1,0,0
3155,58,Male,Tier 1,Business,371456,752,0,0,0,0,0
3156,34,Male,Tier 2,Salaried,229170,560,1,1,1,0,0
3157,57,Female,Tier 1,Self-Employed,585702,798,1,1,0,0,0
3158,52,Female,Tier 2,Salaried,1266566,797,0,0,0,0,0
3159,23,Male,Tier 1,Business,1507668,703,0,0,0,0,0
3160,37,Male,Tier 2,Self-Employed,829711,574,1,1,0,0,0
3161,30,Female,Tier 2,Self-Employed,1746802,770,1,1,1,1,0
3162,30,Female,Tier 2,Salaried,1826476,659,1,1,1,1,1
3163,59,Male,Tier 1,Self-Employed,845630,639,1,1,1,0,0
